tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
YBR054W	-	-	YBR054W	YRO2	TSS2709	II:343100-344135	-
YBR055C	-	-	YBR055C	PRP6	TSS4548	II:344601-347301	-
YBR056C-B	-	-	YBR056C-B	YBR056C-B	TSS3159	II:351254-351455	-
YBR056W	-	-	YBR056W	YBR056W	TSS345	II:347878-349384	-
YBR056W-A	-	-	YBR056W-A	YBR056W-A	TSS3112	II:351254-351455	-
YBR057C	-	-	YBR057C	MUM2	TSS2980	II:352192-353293	-
YBR058C	-	-	YBR058C	UBP14	TSS6087	II:353671-356017	-
YBR058C-A	-	-	YBR058C-A	TSC3	TSS4628	II:356323-356566	-
YBR059C	-	-	YBR059C	AKL1	TSS2548	II:356860-360187	-
YBR060C	-	-	YBR060C	ORC2	TSS5101	II:360651-362514	-
YBR061C	-	-	YBR061C	TRM7	TSS6557	II:364786-365719	-
YBR062C	-	-	YBR062C	YBR062C	TSS5094	II:365975-366600	-
YBR063C	-	-	YBR063C	YBR063C	TSS1171	II:366969-368191	-
YBR064W	-	-	YBR064W	YBR064W	TSS4269	II:366969-368191	-
YBR065C	-	-	YBR065C	ECM2	TSS2547	II:368583-369678	-
YBR066C	-	-	YBR066C	NRG2	TSS4193	II:370036-370699	-
YBR067C	-	-	YBR067C	TIP1	TSS1728	II:372102-372735	-
YBR068C	-	-	YBR068C	BAP2	TSS1244	II:373860-375690	-
YBR069C	-	-	YBR069C	TAT1	TSS1670	II:376573-378433	-
YBR070C	-	-	YBR070C	ALG14	TSS4324	II:379220-379934	-
YBR071W	-	-	YBR071W	YBR071W	TSS6985	II:380410-381046	-
YBR072C-A	-	-	YBR072C-A	YBR072C-A	TSS5329	II:382859-383021	-
YBR072W	-	-	YBR072W	HSP26	TSS200	II:382029-382674	-
YBR073W	-	-	YBR073W	RDH54	TSS2130	II:383111-385988	-
YBR074W	-	-	YBR074W	PFF1	TSS5489	II:386285-389216	-
YBR076C-A	-	-	YBR076C-A	YBR076C-A	TSS147	II:391350-391617	-
YBR076W	-	-	YBR076W	ECM8	TSS2197	II:390226-391291	-
YBR077C	-	-	YBR077C	SLM4	TSS4712	II:391804-392293	-
YBR078W	-	-	YBR078W	ECM33	TSS1307	II:393122-394742	-
YBR079C	-	-	YBR079C	RPG1	TSS4367	II:395382-398277	-
YBR080C	-	-	YBR080C	SEC18	TSS6342	II:398613-400890	-
YBR081C	-	-	YBR081C	SPT7	TSS1193	II:401252-405251	-
YBR082C	-	-	YBR082C	UBC4	TSS6031	II:406627-407169	-
YBR083W	-	-	YBR083W	TEC1	TSS2513	II:409168-410629	-
YBR084C-A	-	-	YBR084C-A	RPL19A	TSS6187	II:414185-415261	-
YBR084W	-	-	YBR084W	MIS1	TSS3070	II:411053-413981	-
YBR085C-A	-	-	YBR085C-A	YBR085C-A	TSS626	II:418906-419164	-
YBR085W	-	-	YBR085W	AAC3	TSS706	II:415982-416906	-
YBR086C	-	-	YBR086C	IST2	TSS944	II:420200-423041	-
YBR087W	-	-	YBR087W	RFC5	TSS2824	II:423764-424829	-
YBR088C	-	-	YBR088C	POL30	TSS2968	II:424989-425782	-
YBR089C-A	-	-	YBR089C-A	NHP6B	TSS4527	II:426189-427058	-
YBR089W	-	-	YBR089W	YBR089W	TSS4685	II:424989-425782	-
YBR090C	-	-	YBR090C	YBR090C	TSS4435	II:426189-427058	-
YBR091C	-	-	YBR091C	TIM12	TSS5801	II:427154-427484	-
YBR092C	-	-	YBR092C	PHO3	TSS3394	II:427697-429101	-
YBR093C	-	-	YBR093C	PHO5	TSS4855	II:429547-430951	-
YBR094W	-	-	YBR094W	PBY1	TSS1076	II:432035-434297	-
YBR095C	-	-	YBR095C	RXT2	TSS2420	II:434405-435698	-
YBR096W	-	-	YBR096W	YBR096W	TSS1333	II:436020-436713	-
YBR097W	-	-	YBR097W	VPS15	TSS5105	II:436950-441315	-
YBR098W	-	-	YBR098W	MMS4	TSS3787	II:441514-443590	-
YBR099C	-	-	YBR099C	YBR099C	TSS2100	II:441514-443590	-
YBR101C	-	-	YBR101C	FES1	TSS3523	II:443820-444693	-
YBR102C	-	-	YBR102C	EXO84	TSS6093	II:445061-447323	-
YBR103C-A	-	-	YBR103C-A	YBR103C-A	TSS2305	II:449319-449463	-
YBR103W	-	-	YBR103W	SIF2	TSS3610	II:447708-449316	-
YBR104W	-	-	YBR104W	YMC2	TSS1444	II:449666-450656	-
YBR105C	-	-	YBR105C	VID24	TSS3950	II:450880-451969	-
YBR106W	-	-	YBR106W	PHO88	TSS2207	II:452657-453224	-
YBR107C	-	-	YBR107C	IML3	TSS2682	II:453792-454530	-
YBR108W	-	-	YBR108W	AIM3	TSS80	II:454821-457665	-
YBR109C	-	-	YBR109C	CMD1	TSS263	II:457918-458362	-
YBR109W-A	-	-	YBR109W-A	YBR109W-A	TSS1549	II:458607-458832	-
YBR110W	-	-	YBR110W	ALG1	TSS2221	II:458871-460221	-
YBR111C	-	-	YBR111C	YSA1	TSS1374	II:461177-461873	-
YBR111W-A	-	-	YBR111W-A	SUS1	TSS2937	II:462138-462579	-
YBR112C	-	-	YBR112C	CYC8	TSS5382	II:462869-466048	-
YBR113W	-	-	YBR113W	YBR113W	TSS4646	II:462869-466048	-
YBR114W	-	-	YBR114W	RAD16	TSS7070	II:467247-469620	-
YBR115C	-	-	YBR115C	LYS2	TSS273	II:469747-473926	-
YBR116C	-	-	YBR116C	YBR116C	TSS6821	II:474198-476437	-
YBR117C	-	-	YBR117C	TKL2	TSS3012	II:474198-476437	-
YBR118W	-	-	YBR118W	TEF2	TSS3147	II:477670-479047	-
YBR119W	-	-	YBR119W	MUD1	TSS3256	II:479337-480323	-
YBR120C	-	-	YBR120C	CBP6	TSS121	II:480434-480923	-
YBR121C	-	-	YBR121C	GRS1	TSS2907	II:481363-483367	-
YBR121C-A	-	-	YBR121C-A	YBR121C-A	TSS3026	II:481363-483367	-
YBR122C	-	-	YBR122C	MRPL36	TSS2472	II:483969-484503	-
YBR123C	-	-	YBR123C	TFC1	TSS2727	II:484741-486866	-
YBR124W	-	-	YBR124W	YBR124W	TSS5368	II:484741-486866	-
YBR125C	-	-	YBR125C	PTC4	TSS2216	II:487198-488380	-
YBR126C	-	-	YBR126C	TPS1	TSS3098	II:488904-490392	-
YBR126W-A	-	-	YBR126W-A	YBR126W-A	TSS4387	II:490849-491070	-
YBR126W-B	-	-	YBR126W-B	YBR126W-B	TSS4458	II:490849-491070	-
YBR127C	-	-	YBR127C	VMA2	TSS220	II:491268-492822	-
YBR128C	-	-	YBR128C	ATG14	TSS5966	II:493080-494115	-
YBR129C	-	-	YBR129C	OPY1	TSS646	II:494352-495339	-
YBR130C	-	-	YBR130C	SHE3	TSS581	II:495591-496869	-
YBR131C-A	-	-	YBR131C-A	YBR131C-A	TSS6642	II:497162-499277	-
YBR131W	-	-	YBR131W	CCZ1	TSS3992	II:497162-499277	-
YBR132C	-	-	YBR132C	AGP2	TSS4870	II:499651-501442	-
YBR133C	-	-	YBR133C	HSL7	TSS881	II:501803-504644	-
YBR134W	-	-	YBR134W	YBR134W	TSS2947	II:501803-504644	-
YBR135W	-	-	YBR135W	CKS1	TSS4341	II:504853-505306	-
YBR136W	-	-	YBR136W	MEC1	TSS1425	II:505667-512774	-
YBR137W	-	-	YBR137W	YBR137W	TSS226	II:513043-513583	-
YBR138C	-	-	YBR138C	YBR138C	TSS4433	II:513761-515336	-
YBR139W	-	-	YBR139W	YBR139W	TSS4061	II:515663-517190	-
YBR140C	-	-	YBR140C	IRA1	TSS1699	II:517349-526628	-
YBR141C	-	-	YBR141C	BMT2	TSS6597	II:527024-528038	-
YBR141W-A	-	-	YBR141W-A	YBR141W-A	TSS541	II:527024-528038	-
YBR142W	-	-	YBR142W	MAK5	TSS290	II:528316-530638	-
YBR143C	-	-	YBR143C	SUP45	TSS894	II:530868-532182	-
YBR144C	-	-	YBR144C	YBR144C	TSS1854	II:533234-533549	-
YBR145W	-	-	YBR145W	ADH5	TSS4023	II:533761-534817	-
YBR146W	-	-	YBR146W	MRPS9	TSS3085	II:535259-536096	-
YBR147W	-	-	YBR147W	RTC2	TSS1738	II:536574-537465	-
YBR148W	-	-	YBR148W	YSW1	TSS1915	II:537875-539705	-
YBR149W	-	-	YBR149W	ARA1	TSS218	II:539986-541021	-
YBR150C	-	-	YBR150C	TBS1	TSS5910	II:541208-544493	-
YBR151W	-	-	YBR151W	APD1	TSS2880	II:545027-545978	-
YBR152W	-	-	YBR152W	SPP381	TSS4361	II:546375-547251	-
YBR153W	-	-	YBR153W	RIB7	TSS4032	II:547459-548194	-
YBR154C	-	-	YBR154C	RPB5	TSS2651	II:548361-549009	-
YBR155W	-	-	YBR155W	CNS1	TSS6759	II:549770-550928	-
YBR156C	-	-	YBR156C	SLI15	TSS4994	II:551103-553200	-
YBR157C	-	-	YBR157C	ICS2	TSS6400	II:553542-554310	-
YBR158W	-	-	YBR158W	AMN1	TSS3423	II:556548-558198	-
YBR159W	-	-	YBR159W	IFA38	TSS324	II:558684-559728	-
YBR160W	-	-	YBR160W	CDC28	TSS6178	II:560077-560974	-
YBR161W	-	-	YBR161W	CSH1	TSS3987	II:561633-562764	-
YBR162C	-	-	YBR162C	TOS1	TSS3152	II:563202-564570	-
YBR162W-A	-	-	YBR162W-A	YSY6	TSS6053	II:565230-565428	-
YBR163W	-	-	YBR163W	EXO5	TSS5026	II:565722-567480	-
YBR164C	-	-	YBR164C	ARL1	TSS3093	II:567874-568426	-
YBR165W	-	-	YBR165W	UBS1	TSS6507	II:568851-569685	-
YBR166C	-	-	YBR166C	TYR1	TSS6043	II:569841-571200	-
YBR167C	-	-	YBR167C	POP7	TSS4894	II:571467-571890	-
YBR168W	-	-	YBR168W	PEX32	TSS85	II:572370-573612	-
YBR169C	-	-	YBR169C	SSE2	TSS2404	II:573914-575996	-
YBR170C	-	-	YBR170C	NPL4	TSS4930	II:576343-578086	-
YBR171W	-	-	YBR171W	SEC66	TSS5061	II:578363-578984	-
YBR172C	-	-	YBR172C	SMY2	TSS608	II:579149-581372	-
YBR173C	-	-	YBR173C	UMP1	TSS3408	II:581725-582172	-
YBR174C	-	-	YBR174C	YBR174C	TSS6046	II:582337-583355	-
YBR175W	-	-	YBR175W	SWD3	TSS6741	II:582337-583355	-
YBR176W	-	-	YBR176W	ECM31	TSS2909	II:583719-584658	-
YBR177C	-	-	YBR177C	EHT1	TSS846	II:584806-586445	-
YBR178W	-	-	YBR178W	YBR178W	TSS13	II:584806-586445	-
YBR179C	-	-	YBR179C	FZO1	TSS4299	II:586546-589114	-
YBR180W	-	-	YBR180W	DTR1	TSS4574	II:589740-591459	-
YBR181C	-	-	YBR181C	RPS6B	TSS1676	II:591711-592774	-
YBR182C	-	-	YBR182C	SMP1	TSS2925	II:593505-594864	-
YBR182C-A	-	-	YBR182C-A	YBR182C-A	TSS396	II:595360-595555	-
YBR183W	-	-	YBR183W	YPC1	TSS891	II:596114-597065	-
YBR184W	-	-	YBR184W	YBR184W	TSS2809	II:597362-598934	-
YBR185C	-	-	YBR185C	MBA1	TSS1067	II:599122-599959	-
YBR186W	-	-	YBR186W	PCH2	TSS2538	II:600552-602360	-
YBR187W	-	-	YBR187W	GDT1	TSS20	II:602633-603476	-
YBR188C	-	-	YBR188C	NTC20	TSS3672	II:603684-604107	-
YBR189W	-	-	YBR189W	RPS9B	TSS1114	II:604507-605508	-
YBR190W	-	-	YBR190W	YBR190W	TSS47	II:605965-607140	-
YBR191W	-	-	YBR191W	RPL21A	TSS2367	II:605965-607140	-
YBR191W-A	-	-	YBR191W-A	YBR191W-A	TSS3380	II:607148-607223	-
YBR192W	-	-	YBR192W	RIM2	TSS2164	II:607651-608785	-
YBR193C	-	-	YBR193C	MED8	TSS2262	II:609081-609753	-
YBR194W	-	-	YBR194W	AIM4	TSS3557	II:610037-610409	-
YBR195C	-	-	YBR195C	MSI1	TSS4182	II:610613-611882	-
YBR196C	-	-	YBR196C	PGI1	TSS5136	II:612235-613900	-
YBR196C-A	-	-	YBR196C-A	YBR196C-A	TSS4939	II:614023-614173	-
YBR196C-B	-	-	YBR196C-B	YBR196C-B	TSS6331	II:614525-614630	-
YBR197C	-	-	YBR197C	YBR197C	TSS2977	II:615202-615856	-
YBR198C	-	-	YBR198C	TAF5	TSS1785	II:616126-618523	-
YBR199W	-	-	YBR199W	KTR4	TSS1200	II:618908-620303	-
YBR200W	-	-	YBR200W	BEM1	TSS4753	II:620871-622527	-
YBR200W-A	-	-	YBR200W-A	YBR200W-A	TSS2671	II:622982-623147	-
YBR201C-A	-	-	YBR201C-A	YBR201C-A	TSS1799	II:624492-624696	-
YBR201W	-	-	YBR201W	DER1	TSS732	II:623575-624211	-
YBR202W	-	-	YBR202W	MCM7	TSS6329	II:625771-628309	-
YBR203W	-	-	YBR203W	COS111	TSS5800	II:629167-631942	-
YBR204C	-	-	YBR204C	LDH1	TSS747	II:632253-633381	-
YBR205W	-	-	YBR205W	KTR3	TSS2487	II:633621-634924	-
YBR206W	-	-	YBR206W	YBR206W	TSS3310	II:633621-634924	-
YBR207W	-	-	YBR207W	FTH1	TSS2878	II:635145-636543	-
YBR208C	-	-	YBR208C	DUR1,2	TSS5460	II:636702-642210	-
YBR209W	-	-	YBR209W	YBR209W	TSS2497	II:642582-642900	-
YBR210W	-	-	YBR210W	ERV15	TSS5430	II:645549-645978	-
YBR211C	-	-	YBR211C	AME1	TSS4213	II:646157-647132	-
YBR212W	-	-	YBR212W	NGR1	TSS5990	II:647885-649904	-
YBR213W	-	-	YBR213W	MET8	TSS1927	II:650367-651192	-
YBR214W	-	-	YBR214W	SDS24	TSS3892	II:651414-652998	-
YBR215W	-	-	YBR215W	HPC2	TSS4425	II:653355-655317	-
YBR216C	-	-	YBR216C	YBP1	TSS1083	II:655575-657600	-
YBR217W	-	-	YBR217W	ATG12	TSS1834	II:657831-658392	-
YBR218C	-	-	YBR218C	PYC2	TSS3664	II:658706-662249	-
YBR219C	-	-	YBR219C	YBR219C	TSS6587	II:662498-664677	-
YBR220C	-	-	YBR220C	YBR220C	TSS4649	II:662498-664677	-
YBR221C	-	-	YBR221C	PDB1	TSS2900	II:665152-666253	-
YBR221W-A	-	-	YBR221W-A	YBR221W-A	TSS821	II:666537-666642	-
YBR222C	-	-	YBR222C	PCS60	TSS6568	II:666719-668351	-
YBR223C	-	-	YBR223C	TDP1	TSS2092	II:668662-673565	-
YBR223W-A	-	-	YBR223W-A	YBR223W-A	TSS5377	II:668662-673565	-
YBR224W	-	-	YBR224W	YBR224W	TSS3615	II:668662-673565	-
YBR225W	-	-	YBR225W	YBR225W	TSS3258	II:668662-673565	-
YBR226C	-	-	YBR226C	YBR226C	TSS3999	II:668662-673565	-
YBR227C	-	-	YBR227C	MCX1	TSS5609	II:673571-675134	-
YBR228W	-	-	YBR228W	SLX1	TSS3846	II:675312-676227	-
YBR229C	-	-	YBR229C	ROT2	TSS3631	II:676356-679221	-
YBR230C	-	-	YBR230C	OM14	TSS4244	II:679548-680050	-
YBR230W-A	-	-	YBR230W-A	YBR230W-A	TSS638	II:680361-680562	-
YBR231C	-	-	YBR231C	SWC5	TSS899	II:682178-683090	-
YBR232C	-	-	YBR232C	YBR232C	TSS4315	II:683372-684669	-
YBR233W	-	-	YBR233W	PBP2	TSS1344	II:683372-684669	-
YBR233W-A	-	-	YBR233W-A	DAD3	TSS3481	II:684976-685261	-
YBR234C	-	-	YBR234C	ARC40	TSS2437	II:685437-686592	-
YBR235W	-	-	YBR235W	VHC1	TSS647	II:686900-690263	-
YBR236C	-	-	YBR236C	ABD1	TSS2608	II:690382-691693	-
YBR237W	-	-	YBR237W	PRP5	TSS6545	II:691968-694518	-
YBR238C	-	-	YBR238C	YBR238C	TSS1031	II:695106-697302	-
YBR239C	-	-	YBR239C	ERT1	TSS2370	II:698353-699943	-
YBR240C	-	-	YBR240C	THI2	TSS4294	II:700489-701842	-
YBR241C	-	-	YBR241C	YBR241C	TSS1238	II:702588-704055	-
YBR242W	-	-	YBR242W	YBR242W	TSS945	II:704669-705386	-
YBR243C	-	-	YBR243C	ALG7	TSS1819	II:705446-706793	-
YBR244W	-	-	YBR244W	GPX2	TSS2030	II:707527-708016	-
YBR245C	-	-	YBR245C	ISW1	TSS1649	II:708149-711539	-
YBR246W	-	-	YBR246W	RRT2	TSS2644	II:711590-712754	-
YBR247C	-	-	YBR247C	ENP1	TSS3114	II:713003-714455	-
YBR248C	-	-	YBR248C	HIS7	TSS2567	II:714806-716465	-
YBR249C	-	-	YBR249C	ARO4	TSS5126	II:716881-717994	-
YBR250W	-	-	YBR250W	SPO23	TSS5253	II:719032-720604	-
YBR251W	-	-	YBR251W	MRPS5	TSS3432	II:721389-722313	-
YBR252W	-	-	YBR252W	DUT1	TSS82	II:722610-723054	-
YBR253W	-	-	YBR253W	SRB6	TSS285	II:723269-723635	-
YBR254C	-	-	YBR254C	TRS20	TSS2887	II:723735-724263	-
YBR255C-A	-	-	YBR255C-A	YBR255C-A	TSS775	II:726617-727074	-
YBR255W	-	-	YBR255W	MTC4	TSS1807	II:724455-726540	-
YBR256C	-	-	YBR256C	RIB5	TSS1063	II:727385-728102	-
YBR257W	-	-	YBR257W	POP4	TSS4491	II:728884-729724	-
YBR258C	-	-	YBR258C	SHG1	TSS6409	II:729733-730162	-
YBR259W	-	-	YBR259W	YBR259W	TSS4041	II:730386-732453	-
YBR260C	-	-	YBR260C	RGD1	TSS6378	II:732638-734639	-
YBR261C	-	-	YBR261C	TAE1	TSS3515	II:734831-735530	-
YBR262C	-	-	YBR262C	MIC12	TSS3198	II:735719-736040	-
YBR263W	-	-	YBR263W	SHM1	TSS4978	II:736263-737736	-
YBR264C	-	-	YBR264C	YPT10	TSS1973	II:737769-738369	-
YBR265W	-	-	YBR265W	TSC10	TSS3431	II:738581-739544	-
YBR266C	-	-	YBR266C	SLM6	TSS5753	II:739840-741022	-
YBR267W	-	-	YBR267W	REI1	TSS4298	II:739840-741022	-
YBR268W	-	-	YBR268W	MRPL37	TSS6851	II:741298-741616	-
YBR269C	-	-	YBR269C	SDH8	TSS4014	II:742159-742576	-
YBR270C	-	-	YBR270C	BIT2	TSS2400	II:742760-744398	-
YBR271W	-	-	YBR271W	EFM2	TSS4687	II:744851-746111	-
YBR272C	-	-	YBR272C	HSM3	TSS301	II:746360-747803	-
YBR273C	-	-	YBR273C	UBX7	TSS3656	II:748060-749371	-
YBR274W	-	-	YBR274W	CHK1	TSS6789	II:749593-751177	-
YBR275C	-	-	YBR275C	RIF1	TSS1164	II:751355-757106	-
YBR276C	-	-	YBR276C	PPS1	TSS6019	II:757619-760043	-
YBR277C	-	-	YBR277C	YBR277C	TSS2391	II:760214-760899	-
YBR278W	-	-	YBR278W	DPB3	TSS4088	II:760214-760899	-
YBR279W	-	-	YBR279W	PAF1	TSS4607	II:761256-762594	-
YBR280C	-	-	YBR280C	SAF1	TSS6533	II:762783-764697	-
YBR281C	-	-	YBR281C	DUG2	TSS5151	II:764969-767606	-
YBR282W	-	-	YBR282W	MRPL27	TSS4771	II:768239-768680	-
YBR283C	-	-	YBR283C	SSH1	TSS1246	II:768942-770415	-
YBR284W	-	-	YBR284W	YBR284W	TSS705	II:771238-773632	-
YBR285W	-	-	YBR285W	YBR285W	TSS2015	II:773921-774356	-
YBR286W	-	-	YBR286W	APE3	TSS2869	II:774699-776313	-
YBR287W	-	-	YBR287W	YBR287W	TSS7	II:776570-777854	-
YBR288C	-	-	YBR288C	APM3	TSS2737	II:778011-779463	-
YBR289W	-	-	YBR289W	SNF5	TSS3933	II:779666-782384	-
YBR290W	-	-	YBR290W	BSD2	TSS2804	II:782590-783556	-
YBR291C	-	-	YBR291C	CTP1	TSS1088	II:783672-784572	-
YBR292C	-	-	YBR292C	YBR292C	TSS2239	II:784701-785073	-
YBR293W	-	-	YBR293W	VBA2	TSS5183	II:787005-788430	-
YBR294W	-	-	YBR294W	SUL1	TSS310	II:789234-791814	-
YBR295W	-	-	YBR295W	PCA1	TSS6603	II:792848-796499	-
YBR296C	-	-	YBR296C	PHO89	TSS5367	II:796797-798522	-
YBR296C-A	-	-	YBR296C-A	YBR296C-A	TSS4816	II:800122-800242	-
YBR297W	-	-	YBR297W	MAL33	TSS1815	II:800522-801929	-
YBR298C	-	-	YBR298C	MAL31	TSS6100	II:802630-804475	-
YBR298C-A	-	-	YBR298C-A	YBR298C-A	TSS2115	II:805034-805256	-
YBR299W	-	-	YBR299W	MAL32	TSS3499	II:805350-807105	-
YBR300C	-	-	YBR300C	YBR300C	TSS5770	II:808599-809419	-
YBR301W	-	-	YBR301W	PAU24	TSS5619	II:808599-809419	-
YBR302C	-	-	YBR302C	COS2	TSS3781	II:810339-811479	-
YCL001W	-	-	YCL001W	RER1	TSS5118	III:111915-112482	-
YCL001W-A	-	-	YCL001W-A	YCL001W-A	TSS4682	III:113079-113541	-
YCL001W-B	-	-	YCL001W-B	YCL001W-B	TSS2708	III:113769-114024	-
YCL002C	-	-	YCL002C	YCL002C	TSS5927	III:110807-111675	-
YCL004W	-	-	YCL004W	PGS1	TSS109	III:109104-110670	-
YCL005W	-	-	YCL005W	LDB16	TSS6488	III:108020-108791	-
YCL005W-A	-	-	YCL005W-A	VMA9	TSS1612	III:106973-107417	-
YCL007C	-	-	YCL007C	YCL007C	TSS287	III:106973-107417	-
YCL008C	-	-	YCL008C	STP22	TSS2246	III:105695-106853	-
YCL009C	-	-	YCL009C	ILV6	TSS6750	III:104618-105548	-
YCL010C	-	-	YCL010C	SGF29	TSS3768	III:103570-104350	-
YCL011C	-	-	YCL011C	GBP2	TSS3527	III:102074-103358	-
YCL012C	-	-	YCL012C	YCL012C	TSS852	III:101316-101788	-
YCL014W	-	-	YCL014W	BUD3	TSS5093	III:96280-101191	-
YCL016C	-	-	YCL016C	DCC1	TSS6573	III:94620-95763	-
YCL017C	-	-	YCL017C	NFS1	TSS529	III:92776-94270	-
YCL018W	-	-	YCL018W	LEU2	TSS4078	III:91323-92418	-
YCL019W	-	-	YCL019W	YCL019W	TSS1271	III:85101-90415	-
YCL020W	-	-	YCL020W	YCL020W	TSS1271	III:85101-90415	-
YCL021W-A	-	-	YCL021W-A	YCL021W-A	TSS5438	III:83619-83997	-
YCL022C	-	-	YCL022C	YCL022C	TSS2999	III:78948-82275	-
YCL023C	-	-	YCL023C	YCL023C	TSS4251	III:78948-82275	-
YCL024W	-	-	YCL024W	KCC4	TSS4591	III:78948-82275	-
YCL025C	-	-	YCL025C	AGP1	TSS2265	III:76017-77919	-
YCL026C-A	-	-	YCL026C-A	FRM2	TSS2719	III:74703-75285	-
YCL026C-B	-	-	YCL026C-B	HBN1	TSS2978	III:73404-73986	-
YCL027W	-	-	YCL027W	FUS1	TSS1688	III:71802-73341	-
YCL028W	-	-	YCL028W	RNQ1	TSS2918	III:70149-71367	-
YCL029C	-	-	YCL029C	BIK1	TSS3834	III:68598-69921	-
YCL030C	-	-	YCL030C	HIS4	TSS6301	III:65933-68333	-
YCL031C	-	-	YCL031C	RRP7	TSS2683	III:64674-65568	-
YCL032W	-	-	YCL032W	STE50	TSS5072	III:63440-64481	-
YCL033C	-	-	YCL033C	MXR2	TSS5168	III:62775-63282	-
YCL034W	-	-	YCL034W	LSB5	TSS2156	III:61657-62722	-
YCL035C	-	-	YCL035C	GRX1	TSS6927	III:60840-61173	-
YCL036W	-	-	YCL036W	GFD2	TSS1105	III:59025-60726	-
YCL037C	-	-	YCL037C	SRO9	TSS4845	III:57373-58678	-
YCL038C	-	-	YCL038C	ATG22	TSS6583	III:54940-56527	-
YCL039W	-	-	YCL039W	GID7	TSS1160	III:52644-54882	-
YCL040W	-	-	YCL040W	GLK1	TSS2033	III:48652-52340	-
YCL041C	-	-	YCL041C	YCL041C	TSS1837	III:48652-52340	-
YCL042W	-	-	YCL042W	YCL042W	TSS5789	III:48652-52340	-
YCL043C	-	-	YCL043C	PDI1	TSS2827	III:48652-52340	-
YCL044C	-	-	YCL044C	MGR1	TSS2895	III:47110-48364	-
YCL045C	-	-	YCL045C	EMC1	TSS6412	III:44622-46963	-
YCL046W	-	-	YCL046W	YCL046W	TSS2631	III:44622-46963	-
YCL047C	-	-	YCL047C	POF1	TSS1097	III:43660-44437	-
YCL048W	-	-	YCL048W	SPS22	TSS3105	III:42164-43556	-
YCL048W-A	-	-	YCL048W-A	YCL048W-A	TSS473	III:41487-41727	-
YCL049C	-	-	YCL049C	YCL049C	TSS4993	III:39785-40724	-
YCL050C	-	-	YCL050C	APA1	TSS1245	III:37835-38801	-
YCL051W	-	-	YCL051W	LRE1	TSS2602	III:35864-37616	-
YCL052C	-	-	YCL052C	PBN1	TSS196	III:34142-35393	-
YCL054W	-	-	YCL054W	SPB1	TSS2941	III:31448-33974	-
YCL055W	-	-	YCL055W	KAR4	TSS4280	III:27928-28936	-
YCL056C	-	-	YCL056C	PEX34	TSS1729	III:26924-27359	-
YCL057C-A	-	-	YCL057C-A	MIC10	TSS5705	III:24031-24325	-
YCL057W	-	-	YCL057W	PRD1	TSS2236	III:24767-26906	-
YCL058C	-	-	YCL058C	FYV5	TSS5289	III:23522-23981	-
YCL058W-A	-	-	YCL058W-A	ADF1	TSS925	III:23522-23981	-
YCL059C	-	-	YCL059C	KRR1	TSS4382	III:22428-23379	-
YCL061C	-	-	YCL061C	MRC1	TSS6823	III:18815-22106	-
YCL063W	-	-	YCL063W	VAC17	TSS3490	III:17289-18561	-
YCL064C	-	-	YCL064C	CHA1	TSS1318	III:15797-16880	-
YCL065W	-	-	YCL065W	YCL065W	TSS4271	III:13281-14119	-
YCL066W	-	-	YCL066W	HMLALPHA1	TSS6255	III:13281-14119	-
YCL067C	-	-	YCL067C	HMLALPHA2	TSS163	III:12385-13018	-
YCL068C	-	-	YCL068C	YCL068C	TSS4555	III:11502-12285	-
YCL069W	-	-	YCL069W	VBA3	TSS6732	III:9705-11082	-
YCL073C	-	-	YCL073C	GEX1	TSS3223	III:6478-8326	-
YCL074W	-	-	YCL074W	YCL074W	TSS5487	III:2823-3750	-
YCL075W	-	-	YCL075W	YCL075W	TSS1637	III:1391-2566	-
YCL076W	-	-	YCL076W	YCL076W	TSS1628	III:1391-2566	-
YCR001W	-	-	YCR001W	YCR001W	TSS5978	III:115684-115999	-
YCR002C	-	-	YCR002C	CDC10	TSS4663	III:117379-118348	-
YCR003W	-	-	YCR003W	MRPL32	TSS4430	III:118619-119171	-
YCR004C	-	-	YCR004C	YCP4	TSS7020	III:119574-120318	-
YCR005C	-	-	YCR005C	CIT2	TSS543	III:120945-122328	-
YCR006C	-	-	YCR006C	YCR006C	TSS3197	III:122529-123003	-
YCR007C	-	-	YCR007C	YCR007C	TSS4253	III:126010-126730	-
YCR008W	-	-	YCR008W	SAT4	TSS882	III:128469-130281	-
YCR009C	-	-	YCR009C	RVS161	TSS1694	III:130744-131542	-
YCR010C	-	-	YCR010C	ADY2	TSS1979	III:132272-133124	-
YCR011C	-	-	YCR011C	ADP1	TSS3444	III:133723-136873	-
YCR012W	-	-	YCR012W	PGK1	TSS1856	III:137745-139049	-
YCR013C	-	-	YCR013C	YCR013C	TSS5084	III:137745-139049	-
YCR014C	-	-	YCR014C	POL4	TSS3512	III:139184-140933	-
YCR015C	-	-	YCR015C	YCR015C	TSS7065	III:141216-142170	-
YCR016W	-	-	YCR016W	YCR016W	TSS5849	III:143633-144506	-
YCR017C	-	-	YCR017C	CWH43	TSS4081	III:144772-147634	-
YCR018C	-	-	YCR018C	SRD1	TSS3612	III:148237-148903	-
YCR018C-A	-	-	YCR018C-A	YCR018C-A	TSS2580	III:151607-151862	-
YCR019W	-	-	YCR019W	MAK32	TSS4566	III:152836-153928	-
